x,y
11.17,12150.0
12.17,12150.0
12.42,12150.0
12.75,12150.0
13.75,12150.0
14.42,12150.0
14.67,12150.0
15.58,12150.0
16.17,12150.0
8.83,11900.0
7.58,12150.0
11.33,12150.0
11.33,12150.0
14.92,12150.0
15.25,12150.0
19.08,12150.0
22.83,12150.0
26.42,12150.0
21.08,12228.0
7.25,12298.0
5.08,12302.0
25.92,12360.0
4.83,12518.0
7.58,12990.0
15.75,12990.0
18.25,12990.0
18.58,12990.0
21.08,12990.0
11.42,12990.0
15.83,12990.0
16.17,12990.0
19.5,12990.0
23.83,12990.0
7.5,13043.0
13.08,13410.0
15.58,13410.0
19.5,13410.0
25.83,13410.0
4.25,13200.0
9.08,14565.0
15.42,14565.0
5.67,14775.0
11.5,15143.0
16.0,15825.0
30.08,15720.0
4.58,15825.0
7.25,15825.0
11.0,15825.0
12.83,16665.0
17.0,17505.0
8.83,17243.0
13.83,18345.0
5.5,18450.0
6.0,19815.0
6.5,20130.0
6.25,20025.0
8.92,20025.0
21.58,21180.0
26.0,21180.0
4.83,21390.0
8.0,24540.0
2.17,5953.0
2.17,5953.0
2.25,5953.0
2.25,5953.0
2.33,5953.0
2.33,5953.0
2.33,5953.0
2.33,5953.0
2.0,5955.0
2.08,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
2.25,5955.0
2.25,5955.0
2.33,5955.0
2.33,5955.0
2.33,5955.0
2.33,5955.0
2.17,5954.0
2.25,5954.0
2.25,5954.0
2.25,5954.0
2.33,5954.0
2.33,5954.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
2.25,5955.0
2.25,5955.0
2.33,5955.0
2.5,5955.0
2.0,5955.0
2.08,5955.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
2.25,5955.0
10.5,5949.0
11.67,5949.0
7.5,5954.0
8.58,5954.0
8.92,5954.0
11.75,5954.0
12.33,5954.0
14.5,5954.0
15.17,5954.0
15.75,5954.0
3.75,5955.0
4.5,5955.0
15.25,5955.0
24.67,5955.0
25.75,5955.0
2.17,6139.0
13.25,6270.0
4.83,6443.0
10.33,6443.0
2.25,6532.0
9.67,6953.0
4.17,7163.0
4.42,7420.0
8.33,7420.0
14.75,7468.0
17.5,7468.0
3.83,8396.0
10.25,8396.0
18.33,9000.0
21.83,9000.0
20.83,8790.0
14.25,8869.0
9.25,8892.0
17.17,9000.0
24.75,9315.0
9.75,9368.0
5.08,9373.0
7.67,9373.0
4.75,9447.0
7.0,9840.0
12.58,9840.0
13.42,9840.0
15.5,9840.0
17.92,9840.0
23.58,9840.0
26.42,9840.0
26.5,9840.0
26.67,9893.0
10.5,9590.0
8.25,9945.0
19.25,9945.0
23.75,9945.0
4.08,9998.0
4.42,10575.0
5.33,10575.0
7.92,10575.0
16.33,10575.0
4.25,10260.0
15.17,10260.0
25.58,10723.0
7.08,10549.0
8.0,10575.0
6.42,10680.0
22.75,10680.0
8.83,11259.0
5.83,11295.0
15.67,11573.0
6.33,11609.0
6.33,11773.0
5.5,12150.0
5.75,12150.0
5.83,12150.0
6.0,12150.0
6.5,12150.0
7.33,12150.0
7.58,12150.0
9.17,12150.0
11.17,12150.0
11.58,12150.0
11.67,12150.0
12.17,12150.0
12.42,12150.0
17.75,11900.0
11.0,12045.0
11.33,12150.0
11.58,12150.0
14.92,12150.0
15.25,12150.0
23.08,12150.0
26.42,12150.0
7.33,12990.0
9.08,13095.0
13.08,13095.0
15.42,13095.0
15.58,13095.0
7.92,12990.0
11.42,12990.0
13.25,12990.0
15.17,12990.0
15.83,12990.0
15.75,13410.0
25.92,13200.0
8.67,13279.0
6.0,13725.0
7.58,13725.0
16.17,13410.0
19.5,13410.0
27.58,13830.0
25.25,13506.0
24.83,14031.0
23.83,14355.0
6.5,14880.0
13.83,14880.0
6.25,14670.0
8.58,14670.0
21.25,14985.0
30.08,15405.0
4.83,15615.0
8.33,15720.0
29.33,16245.0
8.0,17505.0
5.5,18345.0
12.83,18345.0
5.67,19500.0
8.42,21180.0
12.17,21180.0
11.5,21443.0
20.42,22755.0
24.83,22755.0
10.92,24908.0
2.17,5953.0
2.17,5953.0
2.25,5953.0
2.25,5953.0
2.33,5953.0
2.33,5953.0
2.33,5953.0
2.33,5953.0
2.17,5956.0
2.08,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
2.25,5955.0
2.25,5955.0
2.33,5955.0
2.33,5955.0
2.33,5955.0
2.33,5955.0
2.0,6060.0
2.17,5954.0
2.25,5954.0
2.25,5954.0
2.25,5954.0
2.33,5954.0
2.33,5954.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.33,5955.0
2.33,5955.0
2.5,5955.0
2.0,5955.0
2.08,5955.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
2.25,5955.0
10.5,5949.0
11.67,5949.0
14.0,5949.0
7.5,5954.0
8.0,5954.0
8.83,5954.0
8.92,5954.0
9.25,5954.0
11.75,5954.0
12.33,5954.0
14.25,5954.0
14.5,5954.0
15.17,5954.0
15.75,5954.0
3.5,5955.0
3.75,5955.0
7.58,5955.0
4.5,6060.0
25.75,6060.0
2.25,6165.0
13.25,6270.0
2.25,6532.0
2.17,6585.0
2.25,6585.0
4.17,6638.0
5.33,6932.0
10.33,6932.0
4.42,7420.0
5.08,7908.0
18.33,9000.0
21.83,9000.0
4.75,8869.0
15.17,8869.0
4.92,8885.0
15.17,9000.0
17.17,9000.0
24.75,9000.0
9.75,9368.0
7.0,9840.0
8.25,9840.0
12.58,9840.0
13.42,9840.0
15.5,9840.0
17.92,9840.0
19.25,9840.0
23.58,9840.0
23.75,9840.0
26.42,9840.0
26.83,9525.0
5.33,9945.0
16.33,9945.0
20.83,9945.0
25.58,10198.0
6.0,10003.0
20.83,10103.0
15.67,10313.0
6.42,10680.0
22.75,10680.0
8.0,10838.0
25.08,10921.0
7.08,11127.0
8.0,11179.0
15.25,11281.0
5.83,11295.0
4.58,11520.0
6.33,11609.0
20.58,11730.0
5.75,12150.0
5.83,12150.0
6.0,12150.0
6.5,12150.0
7.33,12150.0
7.58,12150.0
9.17,12150.0
11.17,12150.0
11.58,12150.0
11.67,12150.0
12.17,12150.0
12.42,12150.0
12.67,12150.0
7.67,11814.0
10.08,11900.0
16.5,11900.0
25.92,11940.0
26.67,12308.0
11.0,12045.0
7.58,12150.0
11.33,12150.0
11.33,12150.0
14.92,12150.0
15.25,12150.0
19.08,12150.0
22.83,12150.0
26.42,12150.0
7.25,12298.0
4.25,12360.0
21.25,12518.0
7.33,12990.0
15.75,12990.0
7.58,13095.0
13.08,13095.0
15.42,13095.0
15.58,13095.0
10.42,12833.0
9.08,13200.0
11.42,12990.0
15.83,12990.0
16.17,12990.0
6.0,13410.0
16.0,13725.0
6.5,13830.0
5.0,13988.0
16.5,14355.0
5.5,14565.0
19.5,14250.0
4.83,14255.0
21.08,14328.0
23.83,14355.0
13.83,14880.0
6.25,14670.0
8.92,14670.0
4.83,14775.0
13.25,14775.0
26.5,14880.0
12.83,15615.0
30.08,15405.0
27.17,15615.0
10.17,15720.0
11.5,17925.0
10.92,18765.0
5.67,19500.0
12.58,20445.0
20.42,21180.0
24.83,21180.0
7.25,22755.0
11.0,22755.0
27.58,23700.0
2.17,5953.0
2.25,5953.0
2.25,5953.0
2.33,5953.0
2.33,5953.0
2.33,5953.0
2.33,5953.0
2.0,5955.0
2.08,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
2.25,5955.0
2.33,5955.0
2.33,5955.0
2.33,5955.0
2.33,5955.0
2.25,6060.0
2.25,5954.0
2.25,5954.0
2.25,5954.0
2.33,5954.0
2.33,5954.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
2.33,5955.0
2.0,5955.0
2.08,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
2.25,5955.0
8.0,5954.0
8.58,5954.0
8.92,5954.0
9.25,5954.0
11.75,5954.0
12.33,5954.0
14.25,5954.0
14.5,5954.0
15.17,5954.0
15.75,5954.0
3.5,5955.0
3.75,5955.0
4.5,5955.0
5.42,5955.0
10.33,5955.0
15.25,5955.0
13.25,6060.0
2.25,6165.0
2.5,6165.0
2.17,6349.0
2.17,6532.0
2.25,6532.0
2.17,6585.0
2.17,6585.0
7.58,6638.0
5.33,6932.0
9.67,6953.0
2.33,7110.0
14.75,7468.0
17.5,7468.0
26.67,8948.0
18.33,9105.0
21.83,9105.0
4.75,8869.0
11.67,8869.0
15.17,9000.0
17.83,9000.0
20.83,9053.0
10.42,9263.0
24.75,9315.0
4.42,9373.0
6.0,9373.0
7.0,9840.0
8.25,9840.0
15.5,9840.0
17.92,9840.0
23.75,9840.0
26.42,9840.0
13.42,9893.0
19.25,9893.0
26.5,9893.0
11.17,9590.0
12.58,9945.0
23.58,9998.0
4.92,9861.0
23.92,9905.0
5.33,10260.0
20.83,10260.0
4.08,9998.0
8.33,9998.0
3.83,10349.0
8.33,10349.0
10.17,10349.0
25.58,10723.0
9.75,10523.0
4.58,10680.0
6.42,10680.0
22.75,10680.0
25.08,10921.0
8.0,11179.0
5.83,11295.0
20.58,11310.0
10.92,11520.0
25.92,11520.0
4.83,11573.0
8.0,11730.0
5.5,12150.0
5.75,12150.0
5.83,12150.0
6.0,12150.0
6.5,12150.0
7.33,12150.0
7.58,12150.0
9.17,12150.0
11.17,12150.0
11.58,12150.0
11.67,12150.0
12.17,12150.0
12.42,12150.0
8.83,11900.0
25.75,12010.0
4.17,12098.0
15.25,12150.0
19.08,12150.0
22.83,12150.0
26.42,12150.0
16.5,12215.0
26.5,12360.0
7.33,12990.0
15.75,12990.0
18.25,12990.0
18.58,12990.0
21.08,12990.0
13.08,13095.0
15.58,13095.0
19.5,13095.0
5.08,12791.0
11.0,12990.0
16.17,12990.0
19.5,12990.0
20.42,12990.0
24.83,12990.0
8.67,13279.0
5.0,13988.0
23.83,13830.0
27.17,13830.0
7.25,14176.0
6.0,14565.0
7.58,14565.0
9.08,14565.0
7.67,14255.0
7.92,14355.0
13.25,14355.0
7.08,14539.0
6.25,14670.0
8.92,14670.0
10.5,14776.0
6.67,14880.0
15.75,14880.0
15.17,15244.0
14.17,15300.0
7.5,15405.0
30.08,15405.0
4.25,15720.0
6.5,16455.0
8.83,16193.0
4.83,16665.0
5.5,18870.0
6.33,18959.0
12.83,19395.0
5.67,21075.0
7.25,21180.0
11.0,21180.0
11.5,21443.0
27.58,24488.0
2.17,5953.0
2.17,5953.0
2.25,5953.0
2.25,5953.0
2.33,5953.0
2.33,5953.0
2.33,5953.0
2.33,5953.0
2.08,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
2.25,5955.0
2.33,5955.0
2.33,5955.0
2.33,5955.0
2.33,5955.0
2.25,5954.0
2.25,5954.0
2.33,5954.0
2.33,5954.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.33,5955.0
2.5,5955.0
2.17,5956.0
2.0,5955.0
2.08,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
2.25,5955.0
8.0,5954.0
8.92,5954.0
9.25,5954.0
11.75,5954.0
12.33,5954.0
14.5,5954.0
15.75,5954.0
3.5,5955.0
3.75,5955.0
4.5,5955.0
7.58,5955.0
10.33,5955.0
2.0,6375.0
2.17,6375.0
13.25,6060.0
2.17,6165.0
2.17,6165.0
2.33,6165.0
2.25,6690.0
2.17,6532.0
2.25,6532.0
2.25,6532.0
2.17,6585.0
2.25,6585.0
5.33,6932.0
4.92,7420.0
14.75,7468.0
5.42,7908.0
4.17,8108.0
9.75,8475.0
2.25,8685.0
18.33,9105.0
21.83,9158.0
4.75,8869.0
3.83,8885.0
4.42,8885.0
8.33,8885.0
15.17,9000.0
17.17,9000.0
14.25,9183.0
24.75,9315.0
5.33,9840.0
7.0,9840.0
8.25,9840.0
13.42,9840.0
15.5,9840.0
16.33,9840.0
17.92,9840.0
19.25,9840.0
20.83,9840.0
23.75,9840.0
26.42,9840.0
26.5,9840.0
10.5,9590.0
12.58,9945.0
7.67,9861.0
10.42,9861.0
6.0,10003.0
4.58,10050.0
4.25,10260.0
10.25,10523.0
6.42,10680.0
8.0,10733.0
5.08,10838.0
8.0,11179.0
12.08,11295.0
8.0,11310.0
22.75,11310.0
4.42,11835.0
14.0,11520.0
7.92,11888.0
5.75,12150.0
5.83,12150.0
6.0,12150.0
6.5,12150.0
7.33,12150.0
7.58,12150.0
9.17,12150.0
11.17,12150.0
11.58,12150.0
11.67,12150.0
12.17,12150.0
12.42,12150.0
12.67,12150.0
8.83,11900.0
4.83,11993.0
7.58,12150.0
11.33,12150.0
11.33,12150.0
14.92,12150.0
15.25,12150.0
19.08,12150.0
22.83,12150.0
26.42,12150.0
5.0,12623.0
24.83,12298.0
10.17,12302.0
6.67,12360.0
14.17,12360.0
15.75,12360.0
7.33,12990.0
17.75,12740.0
15.25,12857.0
7.25,12990.0
11.0,12990.0
11.0,12990.0
11.42,12990.0
15.17,12990.0
15.83,12990.0
16.17,12990.0
19.5,12990.0
4.83,13200.0
7.25,13441.0
13.08,13830.0
6.0,14040.0
7.58,14040.0
7.08,13699.0
13.25,13830.0
9.08,14565.0
15.42,14565.0
10.5,14670.0
15.75,14985.0
6.25,14670.0
8.92,14670.0
15.58,15300.0
5.5,15405.0
7.5,15405.0
8.83,15405.0
30.08,15405.0
24.58,15973.0
23.83,16035.0
27.17,16035.0
12.83,16455.0
29.33,16245.0
6.5,16665.0
20.83,17295.0
13.83,17715.0
7.92,17400.0
26.5,17505.0
25.58,19123.0
25.75,19464.0
11.5,19500.0
5.67,20760.0
11.67,23307.0
27.58,28058.0
2.25,5955.0
2.25,5955.0
2.33,5955.0
2.33,5955.0
2.33,5955.0
2.33,5955.0
2.0,5955.0
2.08,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
2.25,5955.0
2.25,5955.0
2.33,5955.0
2.33,5955.0
2.33,5955.0
2.33,5955.0
2.17,5954.0
2.25,5954.0
2.33,5954.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.33,5955.0
2.33,5955.0
2.5,5955.0
2.0,5955.0
2.08,5955.0
2.17,5955.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
2.25,5955.0
12.58,5949.0
8.0,5954.0
9.25,5954.0
12.33,5954.0
14.25,5954.0
15.17,5954.0
15.75,5954.0
3.75,5955.0
2.17,6060.0
13.25,6060.0
2.17,6165.0
2.17,6165.0
2.25,6165.0
5.33,6443.0
2.25,6532.0
2.25,6532.0
2.25,6532.0
2.33,6532.0
2.17,6559.0
2.17,6585.0
2.25,6769.0
10.33,6932.0
2.25,7530.0
17.5,7783.0
4.17,7898.0
9.67,8003.0
17.83,9000.0
28.08,9000.0
5.42,9373.0
4.75,9447.0
7.0,9840.0
13.42,9840.0
15.5,9840.0
26.42,9840.0
26.5,9840.0
5.33,9945.0
16.33,9945.0
8.25,10260.0
17.92,10260.0
19.25,10260.0
20.83,10365.0
23.92,10220.0
4.42,10575.0
12.58,10575.0
23.58,10575.0
4.5,10233.0
15.25,10233.0
7.92,10628.0
23.75,10680.0
4.42,10349.0
6.0,10721.0
17.83,11100.0
21.33,11153.0
3.83,10838.0
7.67,10838.0
8.33,10838.0
24.75,10890.0
25.58,11406.0
10.42,11153.0
8.0,11179.0
12.08,11295.0
8.0,11310.0
20.58,11310.0
25.83,11310.0
4.92,11326.0
7.08,11703.0
5.75,12150.0
5.83,12150.0
6.5,12150.0
7.33,12150.0
7.58,12150.0
9.17,12150.0
11.58,12150.0
11.67,12150.0
12.42,12150.0
12.67,12150.0
12.75,12150.0
13.75,12150.0
14.33,12150.0
14.67,12150.0
14.83,12150.0
15.33,12150.0
15.92,12150.0
23.83,12150.0
7.25,12298.0
13.08,12990.0
10.08,12740.0
10.17,12791.0
11.42,12990.0
4.25,13200.0
19.5,13410.0
25.92,13620.0
9.5,13673.0
8.0,13767.0
7.33,14565.0
9.08,14565.0
16.17,14250.0
5.0,14723.0
7.58,14880.0
26.5,14880.0
27.75,15195.0
6.0,15930.0
6.42,15615.0
22.75,15615.0
4.08,15720.0
4.83,15720.0
4.83,15720.0
7.58,15720.0
25.75,15771.0
7.92,16035.0
13.25,16035.0
4.83,16455.0
5.5,16980.0
12.83,16980.0
6.25,16770.0
8.92,16770.0
9.75,17295.0
20.83,17295.0
6.67,17505.0
14.17,17505.0
15.75,17505.0
25.08,17536.0
21.25,17873.0
10.92,18030.0
11.5,18030.0
24.92,18135.0
27.17,18135.0
21.58,18975.0
23.83,18975.0
13.25,19290.0
8.83,19291.0
7.5,19815.0
22.58,20340.0
5.67,20340.0
15.83,20445.0
4.58,20865.0
8.92,23685.0
11.75,23685.0
11.67,29501.0
2.25,5953.0
2.25,5953.0
2.33,5953.0
2.33,5953.0
2.17,5956.0
2.08,5955.0
2.25,5955.0
2.25,5955.0
2.25,5955.0
2.33,5955.0
2.33,5955.0
2.17,5954.0
2.33,5954.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
2.33,5955.0
2.08,5955.0
2.17,5955.0
2.17,5955.0
2.25,5955.0
11.67,5949.0
7.5,5954.0
12.33,5954.0
12.67,5954.0
15.17,5954.0
15.75,5954.0
3.75,5955.0
2.33,6375.0
2.33,6375.0
2.33,6165.0
2.17,6270.0
13.25,6270.0
2.17,6690.0
2.17,6690.0
2.17,6690.0
2.17,6375.0
2.25,6375.0
2.33,6480.0
2.25,6532.0
2.25,6532.0
2.17,6585.0
2.5,6585.0
2.0,7530.0
2.17,7530.0
2.17,7530.0
2.0,7215.0
6.58,7420.0
2.25,7530.0
2.17,7845.0
2.17,8055.0
4.17,8108.0
2.17,8685.0
2.25,8685.0
5.42,8885.0
10.33,9263.0
4.92,9373.0
8.25,9373.0
4.75,9447.0
9.33,9447.0
15.5,9840.0
26.5,9840.0
12.58,9945.0
23.58,9945.0
11.0,9840.0
10.17,9861.0
7.0,10260.0
24.75,9945.0
25.58,10303.0
5.33,10575.0
8.25,10575.0
13.42,10575.0
16.33,10575.0
17.92,10575.0
19.25,10575.0
20.83,10575.0
23.75,10575.0
26.42,10575.0
5.33,10260.0
14.25,10339.0
4.42,10349.0
10.42,10523.0
5.08,10549.0
15.25,10651.0
22.75,10680.0
8.33,10838.0
24.58,10933.0
25.75,11047.0
13.0,11179.0
8.0,11310.0
20.58,11310.0
